"score"	"mechanisms"	"title"	"year"	"families"	"backends"	"arxiv_ids"	"dois"	"openalex_ids"	"venues"	"cited_by_count"	"prior_search_duplicate"	"relevance_reasons"	"authors"	"urls"	"abstract"
"5"	"formal_theory_tool"	"Persistence and Sheaves : from Theory to Applications"	"2020"	"theory_modular_generalization"	"openalex"	""	""	"https://openalex.org/W3094595241"	"HAL (Le Centre pour la Communication Scientifique Directe);https://tel.archives-ouvertes.fr/tel-02976867;theses.fr (ABES)"	"3"	"False"	"formal-optimization-tool"	"Nicolas Berkouk"	"http://www.theses.fr/2020IPPAX032/document;https://hal.archives-ouvertes.fr/tel-02970509;https://tel.archives-ouvertes.fr/tel-02976867;https://theses.hal.science/tel-02970509"	"Topological data analysis is a recent field of research aiming at using techniques coming from algebraic topology to define descriptors of datasets. To be useful in practice, these descriptors must be computable, and coming with a notion of metric, in order to express their stability properties with res-pect to the noise that always comes with real world data. Persistence theory was elaborated in the early 2000’s as a first theoretical setting to define such des-criptors - the now famous so-called barcodes. Howe-ver very well suited to be implemented in a compu-ter, persistence theory has certain limitations. In this manuscript, we establish explicit links between the theory of derived sheaves equipped with the convolu-tion distance (after Kashiwara-Schapira) and persis-tence theory.We start by showing a derived isometry theorem for constructible sheaves over R, that is, we express the convolution distance between two sheaves as a matching distance between their graded barcodes. This enables us to conclude in this setting that the convolution distance is closed, and that the collec-tion of constructible sheaves over R equipped with the convolution distance is locally path-connected. Then, we observe that the collection of zig-zag/level sets persistence modules associated to a real valued function carry extra structure, which we call Mayer-Vietoris systems. We classify all Mayer-Vietoris sys-tems under finiteness assumptions. This allows us to establish a functorial isometric correspondence bet-ween the derived category of constructible sheaves over R equipped with the convolution distance, and the category of strongly pfd Mayer-Vietoris systems endowed with the interleaving distance. We deduce from this result a way to compute barcodes of sheaves from already existing software.Finally, we give a purely sheaf theoretic definition of the notion of ephemeral persistence module. We prove that the observable category of persistence mo-dules (the quotient category of persistence modules by the sub-category of ephemeral ones) is equivalent to the well-known category of -sheaves."
"5"	"formal_theory_tool"	"Identifying Spurious Biases Early in Training through the Lens of Simplicity Bias"	"2023"	"theory_spurious_feature_dynamics"	"openalex"	"2305.18761"	"https://doi.org/10.48550/arxiv.2305.18761"	"https://openalex.org/W4378942776"	"arXiv (Cornell University)"	"2"	"False"	"formal-optimization-tool"	"Baharan Mirzasoleiman;Eric Gan;Gintare Karolina Dziugaite;Yang Yu"	"http://arxiv.org/abs/2305.18761;https://arxiv.org/pdf/2305.18761;https://doi.org/10.48550/arxiv.2305.18761"	"Neural networks trained with (stochastic) gradient descent have an inductive bias towards learning simpler solutions. This makes them highly prone to learning spurious correlations in the training data, that may not hold at test time. In this work, we provide the first theoretical analysis of the effect of simplicity bias on learning spurious correlations. Notably, we show that examples with spurious features are provably separable based on the model's output early in training. We further illustrate that if spurious features have a small enough noise-to-signal ratio, the network's output on the majority of examples is almost exclusively determined by the spurious features, leading to poor worst-group test accuracy. Finally, we propose SPARE, which identifies spurious correlations early in training and utilizes importance sampling to alleviate their effect. Empirically, we demonstrate that SPARE outperforms state-of-the-art methods by up to 21.1% in worst-group accuracy, while being up to 12x faster. We also show that SPARE is a highly effective but lightweight method to discover spurious correlations."
"5"	"formal_theory_tool"	"Isomorphism Theorems on Intuitionistic Fuzzy Abstract Algebras"	"2021"	"theory_modular_generalization"	"openalex"	""	"https://doi.org/10.26713/cma.v12i1.1446"	"https://openalex.org/W3154507845"	"Communications in Mathematics and Applications"	"2"	"False"	"formal-optimization-tool"	"Gökhan Çuvalcıoğlu;Sinem Tarsuslu"	"https://doi.org/10.26713/cma.v12i1.1446;https://www.rgnpublications.com/journals/index.php/cma/article/download/1446/1217"	"The concept of abstract algebra on intuitionistic fuzzy sets were introduced and some basic theorems were proved by authors in 2017. In this study, homomorphism between intuitionistic fuzzy abstract algebras is defined, intuitionistic fuzzy function is examined and then intuitionistic fuzzy congruence relations are defined on intuitionistic fuzzy abstract algebra. First and third isomorphism theorems on intuitionistic abstract algebras are introduced."
"5"	"shared_cross_modal_factorization"	"Leveraging multimodal learning for enhanced drug-target interaction prediction"	"2025"	"factorization_multimodal_composition"	"openalex"	""	"https://doi.org/10.3389/fphar.2025.1639979"	"https://openalex.org/W4416363883"	"DOAJ (DOAJ: Directory of Open Access Journals);Frontiers in Pharmacology;PubMed"	"2"	"False"	"directional-generalization;mechanism-intervention"	"Guo Chen;Kaixin Sun"	"https://doaj.org/article/4e4ae2b56b744dabba0e9caa4323965d;https://doi.org/10.3389/fphar.2025.1639979;https://public-pages-files-2025.frontiersin.org/journals/pharmacology/articles/10.3389/fphar.2025.1639979/pdf;https://pubmed.ncbi.nlm.nih.gov/41347164"	"Introduction: The evolving landscape of artificial intelligence in drug discovery necessitates increasingly sophisticated approaches to predict drug-target interactions (DTIs) with high precision and generalizability. In alignment with the current surge of interest in AI-driven pharmacological modeling and integrative biomedical data analysis, this study introduces a multimodal framework for enhancing DTI prediction by fusing heterogeneous data sources. While conventional methods typically rely on unimodal inputs such as chemical structures or protein sequences, they fall short in capturing the complex, multi-faceted nature of biochemical interactions and are often limited in adaptability across different tasks or incomplete datasets. These limitations impede the model's capability to generalize beyond narrow benchmarks and reduce interpretability when modalities are missing or noisy. Methods: To address these challenges, we propose a comprehensive multimodal learning pipeline composed of three principal innovations. The Unified Multimodal Molecule Encoder (UMME) jointly embeds molecular graphs, textual descriptions, transcriptomics, protein sequences, and bioassay data using modality-specific enc followed by a hierarchical attention-based fusion strategy. This encoder is capable of aligning intra- and inter-modal representations while retaining high-level semantic features critical for interaction prediction. We introduce a robust training strategy named Adaptive Curriculum-guided Modality Optimization (ACMO), which dynamically prioritizes more reliable or informative modalities during early training and gradually incorporates less certain data via a curriculum mechanism. This allows the model to maintain strong performance even when faced with modality absence or noise, thereby mimicking realistic drug screening conditions. We employ a novel cross-modal contrastive alignment loss and modality dropout scheduling, which together enforce consistency and encourage generalization across diverse data settings. Results: Experiments on multiple benchmark datasets demonstrate that our framework achieves state-of-the-art performance in drug-target affinity estimation and binding prediction tasks, particularly under conditions of partial data availability. Discussion: Ablation studies confirm the effectiveness of both UMME and ACMO components in improving accuracy and robustness."
"5"	"representation_trainability_ceiling"	"Open-Vocabulary Crack Object Detection Through Attribute-Guided Similarity Probing"	"2025"	"trainability_frozen_encoder"	"openalex"	""	"https://doi.org/10.3390/app151910350"	"https://openalex.org/W4414479302"	"Applied Sciences;DOAJ (DOAJ: Directory of Open Access Journals)"	"2"	"False"	"directional-generalization;mechanism-intervention"	"Hyemin Yoon;Sangjin Kim"	"https://doaj.org/article/aa291fae3d274840989562b6385a5019;https://doi.org/10.3390/app151910350;https://www.mdpi.com/2076-3417/15/19/10350/pdf?version=1758700420"	"Timely detection of road surface defects such as cracks and potholes is critical for ensuring traffic safety and reducing infrastructure maintenance costs. While recent advances in image-based deep learning techniques have shown promise for automated road defect detection, existing models remain limited to closed-set detection settings, making it difficult to recognize newly emerging or fine-grained defect types. To address this limitation, we propose an attribute-aware open-vocabulary crack detection (AOVCD) framework, which leverages the alignment capability of pretrained vision–language models to generalize beyond fixed class labels. In this framework, crack types are represented as combinations of visual attributes, enabling semantic grounding between image regions and natural language descriptions. To support this, we extend the existing PPDD dataset with attribute-level annotations and incorporate a multi-label attribute recognition task as an auxiliary objective. Experimental results demonstrate that the proposed AOVCD model outperforms existing baselines. In particular, compared to CLIP-based zero-shot inference, the proposed model achieves approximately a 10-fold improvement in average precision (AP) for novel crack categories. Attribute classification performance—covering geometric, spatial, and textural features—also increases by 40% in balanced accuracy (BACC) and 23% in AP. These results indicate that integrating structured attribute information enhances generalization to previously unseen defect types, especially those involving subtle visual cues. Our study suggests that incorporating attribute-level alignment within a vision–language framework can lead to more adaptive and semantically grounded defect recognition systems."
"5"	"formal_theory_tool"	"PAC: A Novel Self-Adaptive Neuro-Fuzzy Controller for Micro Aerial\n Vehicles"	"2018"	"theory_modular_generalization"	"openalex"	"1811.03764"	"https://doi.org/10.48550/arxiv.1811.03764"	"https://openalex.org/W4289300303"	"arXiv (Cornell University)"	"2"	"False"	"formal-optimization-tool"	"Edwin Lughofer;Mahardhika Pratama;Matthew Garratt;Md Meftahul Ferdaus;Sreenatha G. Anavatti"	"http://arxiv.org/abs/1811.03764;https://arxiv.org/pdf/1811.03764"	"There exists an increasing demand for a flexible and computationally\nefficient controller for micro aerial vehicles (MAVs) due to a high degree of\nenvironmental perturbations. In this work, an evolving neuro-fuzzy controller,\nnamely Parsimonious Controller (PAC) is proposed. It features fewer network\nparameters than conventional approaches due to the absence of rule premise\nparameters. PAC is built upon a recently developed evolving neuro-fuzzy system\nknown as parsimonious learning machine (PALM) and adopts new rule growing and\npruning modules derived from the approximation of bias and variance. These rule\nadaptation methods have no reliance on user-defined thresholds, thereby\nincreasing the PAC's autonomy for real-time deployment. PAC adapts the\nconsequent parameters with the sliding mode control (SMC) theory in the\nsingle-pass fashion. The boundedness and convergence of the closed-loop control\nsystem's tracking error and the controller's consequent parameters are\nconfirmed by utilizing the LaSalle-Yoshizawa theorem. Lastly, the controller's\nefficacy is evaluated by observing various trajectory tracking performance from\na bio-inspired flapping-wing micro aerial vehicle (BI-FWMAV) and a rotary wing\nmicro aerial vehicle called hexacopter. Furthermore, it is compared to three\ndistinctive controllers. Our PAC outperforms the linear PID controller and\nfeed-forward neural network (FFNN) based nonlinear adaptive controller.\nCompared to its predecessor, G-controller, the tracking accuracy is comparable,\nbut the PAC incurs significantly fewer parameters to attain similar or better\nperformance than the G-controller.\n"
"5"	"shared_cross_modal_factorization"	"Translational Concept Embedding for Generalized Compositional Zero-shot Learning"	"2021"	"factorization_multimodal_composition"	"openalex"	"2112.10871"	"https://doi.org/10.48550/arxiv.2112.10871"	"https://openalex.org/W4226371312"	"arXiv (Cornell University)"	"2"	"False"	"directional-generalization;mechanism-intervention"	"He Huang;Jiawei Zhang;Philip S. Yu;Wei Tang"	"http://arxiv.org/abs/2112.10871;https://arxiv.org/pdf/2112.10871;https://doi.org/10.48550/arxiv.2112.10871"	"Generalized compositional zero-shot learning means to learn composed concepts of attribute-object pairs in a zero-shot fashion, where a model is trained on a set of seen concepts and tested on a combined set of seen and unseen concepts. This task is very challenging because of not only the gap between seen and unseen concepts but also the contextual dependency between attributes and objects. This paper introduces a new approach, termed translational concept embedding, to solve these two difficulties in a unified framework. It models the effect of applying an attribute to an object as adding a translational attribute feature to an object prototype. We explicitly take into account of the contextual dependency between attributes and objects by generating translational attribute features conditionally dependent on the object prototypes. Furthermore, we design a ratio variance constraint loss to promote the model's generalization ability on unseen concepts. It regularizes the distances between concepts by utilizing knowledge from their pretrained word embeddings. We evaluate the performance of our model under both the unbiased and biased concept classification tasks, and show that our model is able to achieve good balance in predicting unseen and seen concepts."
"5"	"autoregressive_visual_credit"	"Balancing Multimodal Domain Generalization via Gradient Modulation and Projection"	"2026"	"credit_modality_imbalance"	"openalex"	"2603.14175"	"https://doi.org/10.1609/aaai.v40i27.39456"	"https://openalex.org/W7138272509;https://openalex.org/W7139146759"	"2159-5399;Proceedings of the AAAI Conference on Artificial Intelligence;arXiv (Cornell University)"	"1"	"True"	"directional-generalization;mechanism-intervention"	"Guohao Shen;Hongzhao Li;Mingliang Xu;Muhammad Haris Khan;Shupan Li"	"http://arxiv.org/abs/2603.14175;https://arxiv.org/pdf/2603.14175;https://doi.org/10.1609/aaai.v40i27.39456;https://ojs.aaai.org/index.php/AAAI/article/view/39456"	"Multimodal Domain Generalization (MMDG) leverages the complementary strengths of multiple modalities to enhance model generalization on unseen domains. A central challenge in multimodal learning is optimization imbalance, where modalities converge at different speeds during training. This imbalance leads to unequal gradient contributions, allowing some modalities to dominate the learning process while others lag behind. Existing balancing strategies typically regulate each modality’s gradient contribution based on its classification performance on the source domain to alleviate this issue. However, relying solely on source-domain accuracy neglects a key insight in MMDG: modalities that excel on the source domain may generalize poorly to unseen domains, limiting cross-domain gains. To overcome this limitation, we propose Gradient Modulation Projection (GMP), a unified strategy that promotes balanced optimization in MMDG. GMP first decouples gradients associated with classification and domain-invariance objectives. It then modulates each modality’s gradient based on semantic and domain confidence. Moreover, GMP dynamically adjusts gradient projections by tracking the relative strength of each task, mitigating conflicts between classification and domain-invariant learning within modality-specific encoders. Extensive experiments demonstrate that GMP achieves state-of-the-art performance and integrates flexibly with diverse MMDG methods, significantly improving generalization across multiple benchmarks."
"5"	"formal_theory_tool"	"Bias in Motion: Theoretical Insights into the Dynamics of Bias in SGD Training"	"2024"	"theory_spurious_feature_dynamics"	"openalex"	"2405.18296"	"https://doi.org/10.48550/arxiv.2405.18296"	"https://openalex.org/W4399152060"	"arXiv (Cornell University)"	"1"	"False"	"formal-optimization-tool"	"Anchit Jain;Aristide Baratin;Rozhin Nobahari;Stefano Sarao Mannelli"	"http://arxiv.org/abs/2405.18296;https://arxiv.org/pdf/2405.18296;https://doi.org/10.48550/arxiv.2405.18296"	"Machine learning systems often acquire biases by leveraging undesired features in the data, impacting accuracy variably across different sub-populations. Current understanding of bias formation mostly focuses on the initial and final stages of learning, leaving a gap in knowledge regarding the transient dynamics. To address this gap, this paper explores the evolution of bias in a teacher-student setup modeling different data sub-populations with a Gaussian-mixture model. We provide an analytical description of the stochastic gradient descent dynamics of a linear classifier in this setting, which we prove to be exact in high dimension. Notably, our analysis reveals how different properties of sub-populations influence bias at different timescales, showing a shifting preference of the classifier during training. Applying our findings to fairness and robustness, we delineate how and when heterogeneous data and spurious features can generate and amplify bias. We empirically validate our results in more complex scenarios by training deeper networks on synthetic and real datasets, including CIFAR10, MNIST, and CelebA."
"5"	"formal_theory_tool;shared_cross_modal_factorization"	"Breaking Neural Network Scaling Laws with Modularity"	"2024"	"factorization_multimodal_composition;theory_modular_generalization"	"openalex"	"2409.05780"	"https://doi.org/10.48550/arxiv.2409.05780"	"https://openalex.org/W4403618978"	"arXiv (Cornell University)"	"1"	"False"	"directional-generalization;multi-query"	"Abhiram Iyer;Akhilan Boopathy;Ila Fiete;Jaedong Hwang;S. S. Jiang;William Yue"	"http://arxiv.org/abs/2409.05780;https://arxiv.org/pdf/2409.05780;https://doi.org/10.48550/arxiv.2409.05780"	"Modular neural networks outperform nonmodular neural networks on tasks ranging from visual question answering to robotics. These performance improvements are thought to be due to modular networks' superior ability to model the compositional and combinatorial structure of real-world problems. However, a theoretical explanation of how modularity improves generalizability, and how to leverage task modularity while training networks remains elusive. Using recent theoretical progress in explaining neural network generalization, we investigate how the amount of training data required to generalize on a task varies with the intrinsic dimensionality of a task's input. We show theoretically that when applied to modularly structured tasks, while nonmodular networks require an exponential number of samples with task dimensionality, modular networks' sample complexity is independent of task dimensionality: modular networks can generalize in high dimensions. We then develop a novel learning rule for modular networks to exploit this advantage and empirically show the improved generalization of the rule, both in- and out-of-distribution, on high-dimensional, modular tasks."
"5"	"autoregressive_visual_credit"	"Continual Egocentric Activity Recognition via Foreseeable-Generalized Multi-Modal Representations"	"2023"	"credit_modality_imbalance"	"openalex"	""	"https://doi.org/10.36227/techrxiv.24041583.v2"	"https://openalex.org/W4386608459"	"INDIGO (University of Illinois at Chicago);Techrxiv"	"1"	"False"	"directional-generalization;mechanism-intervention"	"Chiyuan He;Fanman Meng;Hongliang Li;Linfeng Xu;Qingbo Wu;Shaoxu Cheng;Zihuan Qiu"	"http://dx.doi.org/10.36227/techrxiv.24041583.v2;https://figshare.com/articles/preprint/Continual_Egocentric_Activity_Recognition_via_Foreseeable-Generalized_Multi-Modal_Representations/24041583"	"The rapid development of wearable sensors promotes convenient data collection in human daily life. Human Activity Recognition (HAR), as a prominent research direction for wearable applications, has made remarkable progress in recent years. However, existing efforts mostly focus on improving recognition accuracy, paying limited attention to the model’s functional scalability, specifically its ability for continual learning. This limitation greatly restricts its application in open-world scenarios. Moreover, due to storage and privacy concerns, it is often impractical to retain the activity data of different users for subsequent tasks, especially egocentric visual information. Furthermore, the imbalance between visual-based and inertial-measurement-unit (IMU) sensing modality introduces challenges of lack of generalization when employing conventional continual learning techniques. In this paper, we propose a motivational learning scheme to address the limited generalization caused by the modal imbalance, enabling foreseeable generalization in a visual-IMU multimodal network. To overcome forgetting, we introduce a robust representation estimation technique and a pseudo-representation generation strategy for continual learning. Experimental results on the egocentric multimodal activity dataset UESTC-MMEA-CL demonstrate the effectiveness of our proposed method. Furthermore, our method effectively leverages the generalization capabilities of IMU-based modal representations, outperforming general and state-of-the-art continual learning methods in various task settings."
"5"	"formal_theory_tool"	"Effects of Parameter Norm Growth During Transformer Training: Inductive Bias from Gradient Descent"	"2021"	"theory_compositional_implicit_bias"	"openalex"	"2010.09697;2010.09697.pdf"	"https://doi.org/10.18653/v1/2021.emnlp-main.133"	"https://openalex.org/W3200987621"	"Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing;arXiv (Cornell University)"	"1"	"False"	"formal-optimization-tool"	"Noah A. Smith;Roy Schwartz;Vivek Ramanujan;William Merrill;Yoav Goldberg"	"http://arxiv.org/abs/2010.09697;https://aclanthology.org/2021.emnlp-main.133.pdf;https://arxiv.org/pdf/2010.09697;https://arxiv.org/pdf/2010.09697.pdf;https://doi.org/10.18653/v1/2021.emnlp-main.133;https://doi.org/10.48550/arxiv.2010.09697"	"The capacity of neural networks like the widely adopted transformer is known to be very high. Evidence is emerging that they learn successfully due to inductive bias in the training routine, typically a variant of gradient descent (GD). To better understand this bias, we study the tendency for transformer parameters to grow in magnitude ( 2 norm) during training, and its implications for the emergent representations within self attention layers. Empirically, we document norm growth in the training of transformer language models, including T5 during its pretraining. As the parameters grow in magnitude, we prove that the network approximates a discretized network with saturated activation functions. Such ""saturated"" networks are known to have a reduced capacity compared to the full network family that can be described in terms of formal languages and automata. Our results suggest saturation is a new characterization of an inductive bias implicit in GD of particular interest for NLP. We leverage the emergent discrete structure in a saturated transformer to analyze the role of different attention heads, finding that some focus locally on a small number of positions, while other heads compute global averages, allowing counting. We believe understanding the interplay between these two capabilities may shed further light on the structure of computation within large transformers."
"5"	"formal_theory_tool"	"Gradient Descent Monotonically Decreases the Sharpness of Gradient Flow Solutions in Scalar Networks and Beyond"	"2023"	"theory_compositional_implicit_bias"	"openalex"	"2305.13064"	"https://doi.org/10.48550/arxiv.2305.13064"	"https://openalex.org/W4377865084"	"arXiv (Cornell University)"	"1"	"False"	"formal-optimization-tool"	"Daniel Soudry;Itai Kreisler;Mor Shpigel Nacson;Yair Carmon"	"http://arxiv.org/abs/2305.13064;https://arxiv.org/pdf/2305.13064;https://doi.org/10.48550/arxiv.2305.13064"	"Recent research shows that when Gradient Descent (GD) is applied to neural networks, the loss almost never decreases monotonically. Instead, the loss oscillates as gradient descent converges to its ''Edge of Stability'' (EoS). Here, we find a quantity that does decrease monotonically throughout GD training: the sharpness attained by the gradient flow solution (GFS)-the solution that would be obtained if, from now until convergence, we train with an infinitesimal step size. Theoretically, we analyze scalar neural networks with the squared loss, perhaps the simplest setting where the EoS phenomena still occur. In this model, we prove that the GFS sharpness decreases monotonically. Using this result, we characterize settings where GD provably converges to the EoS in scalar networks. Empirically, we show that GD monotonically decreases the GFS sharpness in a squared regression model as well as practical neural network architectures."
"5"	"formal_theory_tool"	"Implicit Bias of Gradient Descent on Reparametrized Models: On Equivalence to Mirror Descent"	"2022"	"theory_compositional_implicit_bias"	"openalex"	"2207.04036"	"https://doi.org/10.48550/arxiv.2207.04036"	"https://openalex.org/W4285030997"	"arXiv (Cornell University)"	"1"	"False"	"formal-optimization-tool"	"JasonD. Lee;Sanjeev Arora;Tianhao Wang;Zhiyuan Li"	"http://arxiv.org/abs/2207.04036;https://arxiv.org/pdf/2207.04036;https://doi.org/10.48550/arxiv.2207.04036"	"As part of the effort to understand implicit bias of gradient descent in overparametrized models, several results have shown how the training trajectory on the overparametrized model can be understood as mirror descent on a different objective. The main result here is a characterization of this phenomenon under a notion termed commuting parametrization, which encompasses all the previous results in this setting. It is shown that gradient flow with any commuting parametrization is equivalent to continuous mirror descent with a related Legendre function. Conversely, continuous mirror descent with any Legendre function can be viewed as gradient flow with a related commuting parametrization. The latter result relies upon Nash's embedding theorem."
"5"	"formal_theory_tool"	"On the Lipschitz Constant of Deep Networks and Double Descent"	"2023"	"theory_compositional_implicit_bias"	"openalex"	"2301.12309"	"https://doi.org/10.48550/arxiv.2301.12309"	"https://openalex.org/W4318751665"	"arXiv (Cornell University)"	"1"	"False"	"directional-generalization;mechanism-intervention"	"Hossein Azizpour;Matteo Gamba;Mårten Björkman"	"http://arxiv.org/abs/2301.12309;https://arxiv.org/pdf/2301.12309;https://doi.org/10.48550/arxiv.2301.12309"	"Existing bounds on the generalization error of deep networks assume some form of smooth or bounded dependence on the input variable, falling short of investigating the mechanisms controlling such factors in practice. In this work, we present an extensive experimental study of the empirical Lipschitz constant of deep networks undergoing double descent, and highlight non-monotonic trends strongly correlating with the test error. Building a connection between parameter-space and input-space gradients for SGD around a critical point, we isolate two important factors -- namely loss landscape curvature and distance of parameters from initialization -- respectively controlling optimization dynamics around a critical point and bounding model function complexity, even beyond the training data. Our study presents novels insights on implicit regularization via overparameterization, and effective model complexity for networks trained in practice."
"5"	"representation_trainability_ceiling"	"Transferring Knowledge from Large Foundation Models to Small Downstream Models"	"2024"	"trainability_frozen_encoder"	"openalex"	"2406.07337"	"https://doi.org/10.48550/arxiv.2406.07337"	"https://openalex.org/W4399597988"	"arXiv (Cornell University)"	"1"	"False"	"directional-generalization;mechanism-intervention"	"Andrew Gordon Wilson;Boran Han;Danielle C. Maddix;Shikai Qiu;Shuai Zhang;Yuyang Wang"	"http://arxiv.org/abs/2406.07337;https://arxiv.org/pdf/2406.07337;https://doi.org/10.48550/arxiv.2406.07337"	"How do we transfer the relevant knowledge from ever larger foundation models into small, task-specific downstream models that can run at much lower costs? Standard transfer learning using pre-trained weights as the initialization transfers limited information and commits us to often massive pre-trained architectures. This procedure also precludes combining multiple pre-trained models that learn complementary information. To address these shortcomings, we introduce Adaptive Feature Transfer (AFT). Instead of transferring weights, AFT operates purely on features, thereby decoupling the choice of the pre-trained model from the smaller downstream model. Rather than indiscriminately compressing all pre-trained features, AFT adaptively transfers pre-trained features that are most useful for performing the downstream task, using a simple regularization that adds minimal overhead. Across multiple vision, language, and multi-modal datasets, AFT achieves significantly better downstream performance compared to alternatives with a similar computational cost. Furthermore, AFT reliably translates improvement in pre-trained models into improvement in downstream performance, even if the downstream model is over $50\times$ smaller, and can effectively transfer complementary information learned by multiple pre-trained models."
"5"	"formal_theory_tool"	"Transformed Low-Rank Parameterization Can Help Robust Generalization for Tensor Neural Networks"	"2023"	"theory_compositional_implicit_bias"	"openalex"	"2303.00196"	"https://doi.org/10.48550/arxiv.2303.00196"	"https://openalex.org/W4322831994"	"arXiv (Cornell University)"	"1"	"False"	"directional-generalization;mechanism-intervention"	"Andong Wang;Chao Li;Guoxu Zhou;Mingyuan Bai;Qibin Zhao;Zhong Jin"	"http://arxiv.org/abs/2303.00196;https://arxiv.org/pdf/2303.00196;https://doi.org/10.48550/arxiv.2303.00196"	"Achieving efficient and robust multi-channel data learning is a challenging task in data science. By exploiting low-rankness in the transformed domain, i.e., transformed low-rankness, tensor Singular Value Decomposition (t-SVD) has achieved extensive success in multi-channel data representation and has recently been extended to function representation such as Neural Networks with t-product layers (t-NNs). However, it still remains unclear how t-SVD theoretically affects the learning behavior of t-NNs. This paper is the first to answer this question by deriving the upper bounds of the generalization error of both standard and adversarially trained t-NNs. It reveals that the t-NNs compressed by exact transformed low-rank parameterization can achieve a sharper adversarial generalization bound. In practice, although t-NNs rarely have exactly transformed low-rank weights, our analysis further shows that by adversarial training with gradient flow (GF), the over-parameterized t-NNs with ReLU activations are trained with implicit regularization towards transformed low-rank parameterization under certain conditions. We also establish adversarial generalization bounds for t-NNs with approximately transformed low-rank weights. Our analysis indicates that the transformed low-rank parameterization can promisingly enhance robust generalization for t-NNs."
"5"	"formal_theory_tool"	"Which Features are Learnt by Contrastive Learning? On the Role of Simplicity Bias in Class Collapse and Feature Suppression"	"2023"	"theory_spurious_feature_dynamics"	"openalex"	"2305.16536"	"https://doi.org/10.48550/arxiv.2305.16536"	"https://openalex.org/W4378768607"	"arXiv (Cornell University)"	"1"	"False"	"formal-optimization-tool"	"Baharan Mirzasoleiman;Gan, Eric;Pin‐Yu Chen;Siddharth Joshi;Yihao Xue"	"http://arxiv.org/abs/2305.16536;https://arxiv.org/pdf/2305.16536;https://doi.org/10.48550/arxiv.2305.16536"	"Contrastive learning (CL) has emerged as a powerful technique for representation learning, with or without label supervision. However, supervised CL is prone to collapsing representations of subclasses within a class by not capturing all their features, and unsupervised CL may suppress harder class-relevant features by focusing on learning easy class-irrelevant features; both significantly compromise representation quality. Yet, there is no theoretical understanding of \textit{class collapse} or \textit{feature suppression} at \textit{test} time. We provide the first unified theoretically rigorous framework to determine \textit{which} features are learnt by CL. Our analysis indicate that, perhaps surprisingly, bias of (stochastic) gradient descent towards finding simpler solutions is a key factor in collapsing subclass representations and suppressing harder class-relevant features. Moreover, we present increasing embedding dimensionality and improving the quality of data augmentations as two theoretically motivated solutions to {feature suppression}. We also provide the first theoretical explanation for why employing supervised and unsupervised CL together yields higher-quality representations, even when using commonly-used stochastic gradient methods."
"5"	"representation_trainability_ceiling"	"Aligning Neuronal Coding of Dynamic Visual Scenes with Foundation Vision Models"	"2024"	"trainability_frozen_interactions"	"openalex"	"2407.10737"	"https://doi.org/10.1007/978-3-031-73223-2_14;https://doi.org/10.48550/arxiv.2407.10737"	"https://openalex.org/W4400717616;https://openalex.org/W4404125009"	"Lecture notes in computer science;University of Birmingham Research Portal (University of Birmingham);arXiv (Cornell University)"	"0"	"False"	"directional-generalization;mechanism-intervention"	"Feixiang Zhou;Jian K. Liu;Rining Wu;Ziwei Yin"	"http://arxiv.org/abs/2407.10737;https://arxiv.org/pdf/2407.10737;https://doi.org/10.1007/978-3-031-73223-2_14;https://doi.org/10.48550/arxiv.2407.10737;https://pure-oai.bham.ac.uk/ws/files/261409868/12149.pdf;https://research.birmingham.ac.uk/en/publications/bef6de88-6a15-4a4c-bf3b-8a26232356a8"	"Our brains represent the ever-changing environment with neurons in a highly dynamic fashion. The temporal features of visual pixels in dynamic natural scenes are entrapped in the neuronal responses of the retina. It is crucial to establish the intrinsic temporal relationship between visual pixels and neuronal responses. Recent foundation vision models have paved an advanced way of understanding image pixels. Yet, neuronal coding in the brain largely lacks a deep understanding of its alignment with pixels. Most previous studies employ static images or artificial videos derived from static images for emulating more real and complicated stimuli. Despite these simple scenarios effectively help to separate key factors influencing visual coding, complex temporal relationships receive no consideration. To decompose the temporal features of visual coding in natural scenes, here we propose Vi-ST, a spatiotemporal convolutional neural network fed with a self-supervised Vision Transformer (ViT) prior, aimed at unraveling the temporal-based encoding patterns of retinal neuronal populations. The model demonstrates robust predictive performance in generalization tests. Furthermore, through detailed ablation experiments, we demonstrate the significance of each temporal module. Furthermore, we introduce a visual coding evaluation metric designed to integrate temporal considerations and compare the impact of different numbers of neuronal populations on complementary coding. In conclusion, our proposed Vi-ST demonstrates a novel modeling framework for neuronal coding of dynamic visual scenes in the brain, effectively aligning our brain representation of video with neuronal activity. The code is available at https://github.com/wurining/Vi-ST."
